398	هل بعثة النبي محمد تشمل الجن مع الإنس؟
399	هل تحدث سيدنا محمد مع الجن؟
400	متى يحل الإسلام دم الشخص؟
401	هل أخبر القرآن عن الذرّة؟
402	هل ذكر القرآن أن الإنجيل تم تحريفه؟
404	هل مات المسيح بالفعل؟
405	هل أشار القرآن الى نقص الأكسجين في المرتفعات؟
407	هل ذكر القرآن أن التوراة تم تحريفها؟
408	ما حكم من يرتد عن دين الإسلام؟
409	هل تحدثت الحيوانات في القرآن؟
410	هل يجوز معاملة أهل الكتاب بالبر والحسنى؟
411	هل لم يتغير أي حرف من القرآن؟
412	لماذا لم يساوِ الإسلام بين الرجل والمرأة في الشهادة أمام القاضي؟
413	هل يجوز سبي النساء واسترقاقهن كما تفعله بعض الجهات المنتسبة للإسلام بالباطل؟
414	لماذا لا يكتفي المسلمون بالقرآن الكريم ويلجأون للسنة أيضاً؟
415	هل هناك إسلام بدون الحديث الشريف؟
416	هل الإسلام دين سلام؟
417	هل سمح الإسلام بحرية الاعتقاد بالدخول إلى الإسلام؟
418	سمح الإسلام بحرية الاعتقاد بالدخول إلى الإسلام (لا إكراه في الدين)، ولكن لماذا رفض لمن دخل في الإسلام الخروج منه ولم يجعله حراً؟
421	هل وجود قراءات مختلفة للقرآن لا يعني تحريفه؟
422	ما هي الأماكن التي ذُكرت في القرآن كأماكن مقدسة؟
423	لماذا لم يتم حذف الآيات المنسوخة من القرآن؟
425	هل سيدنا محمد هو أفضل الأنبياء؟
426	هل حذر القرآن المؤمنين من اتخاذ أهل الكتاب أولياء لهم؟
427	بأي طريقة حث القرآن المؤمنين على مجادلة أهل الكتاب؟
1000	"متى أول مرة أطلق على الرشوة اسم ""هدية""؟"
1001	وردت كلمة الروح في القرآن الكريم على أوجه مختلفة، فما هي؟
1002	"ماهي الآية الكريمة التي اقتبس منها جرير قوله:""فلا هو في الدنيا مضيع نصيبه ولا عرض الدنيا عن الدين شاغله""؟"
1003	"ماهي الآية الكريمة التي اقتبس منها جرير قوله:""وحبل الله تعصمكم قواه فلا تخشوا لعروته انفصاما""؟"
1004	"قال عبد الرزاق عن قتادة: إن رسول الله صلى الله عليه وسلم قال: ""بلغوا عن الله فمن بلغته آية من كتاب الله فقد بلغه أمر الله""، ماهي الآية التي توافق هذا المعنى؟"
1005	"يقول ابن كثير في تفسير الآية: ""ملك يسوقه إلى المحشر، وملك يشهد عليه بأعماله"" فما هي الآية؟"
1006	جاء في القرآن الكريم إطلاق كلمة الوفاة على النوم في آية كريمة، فما هي؟
1007	ماهي الآيات التي جاء فيها الظن بمعنى اليقين في القرآن الكريم؟
1008	هل هناك آية في القرآن الكريم أشارت إلى الفراسة في الناس؟
1009	هل جاء المطر في القرآن الكريم بمعنى العذاب؟
1010	هل جاء المطر في القرآن الكريم بمعنى الغيث؟
1011	ماهو وحي النبوة؟
1012	ماهو وحي الإلهام والإرشاد؟
1013	عن ابن مسعود قال: خط لنا رسول الله صلى الله عليه وسلم خطا قفال: هذا سبيل الله، ثم خط عن يمين ذلك الخط وعن شماله خطوطا فقال: هذه سبل، على كل سبيل منها شيطان يدعوا إليها، ثم قرا هذه الآية وذكرها، فما الآية التي فسرها وذكرها رسول الله صلى الله عليه وسلم؟
1014	يقول ابن عباس في تفسير الآية: هو الرجل يكون جالسا مع الناس، فتمر المرأة فيسارقهم النظر اليها فما الاية التي فسرها ابن عباس؟
1015	في أي موضع جاءت الفحشاء بمعنى البخل؟
1016	قال ابن عباس في تفسير آية: الكلام الطيب: ذكر الله، والعمل الصالح: أداء فرائضه، فمن ذكر الله وأدى فرائضه صعد به إلى الله، ومن ذكر الله ولم يؤد فرائضه رد كلامه على عمله، فما هي هذه الاية؟
1017	الوفاة نوعان:صغرى وكبرى، فالوفاة الصغرى تكون بالنوم، لان النايم كالميت لا يسمع ولا يبصر ولا يحس بما حوله، والوفاة الكبرى هي قبض الروح من الجسد بواسطة الملائكة، ماهي الاية الكريمة التي اشارت الي النوعين؟
1018	ماهي الآية التي قال عنها ابن عباس: ادفع بحلمك جهل من يجهل عليك. وقال عنها ابن كثير: اذا احسنت إلى من أساء إليك، قادته الحسنة إلى مصافاتك وصحبتك، حتى يصير كأنه قريب منك؟
1019	ماهي الآية التي قال عنها ابن القيم في كتاب الفوائد: النفس الشريفة العلية لا ترضى بالظلم ولا بالفواحش ولا بالسرقة والخيانة، لأنها أكبر من ذلك وأجل، والنفس المهينة الحقيرة عكس ذلك، فكل نفس تميل إلى ما يناسبها؟
1020	اذا اجتمع الصبر واليقين اورثنا الامامة في الدين، هذا معنى آية في كتاب الله عز وجل، فما هي؟
1021	قال سيد قطب رحمه الله: من الناس من يعتز بالحق ان كان من عمله، فإذا جاء بالحق من غيره انقلب عليه وتنكر له. ورد هذا المعنى في آية كريمة، فما هي؟
1022	قال سيد قطب رحمه الله: ومن الناس من يحب أن يصفق له ويرحب به ويؤشر إليه. ورد هذا المعنى في آية كريمة، فما هي؟
1023	قال سيد قطب رحمه الله: وكم ومن الذين يأكلون على جميع الموائد ويتظاهرون أنعم أولياء كل فريق وبأنهم ضروريون لكل فريق. ورد هذا المعنى في آية كريمة، فما هي؟
1024	سئل الحسين بن الفضل، هل تجد في كتاب الله تعالى ما يدل على (خير الأمور أوسطها)؟
1025	سئل الحسين بن الفضل، هل تجد في كتاب الله تعالى ما يدل على (من جهل شيئا عاداه)؟
1026	سئل الحسين بن الفضل، هل تجد في كتاب الله تعالى ما يدل على (احذر شر من أحسنت إليه)؟
1027	سئل الحسين بن الفضل، هل تجد في كتاب الله تعالى ما يدل على (ليس الخير كالمعاينة)؟
1028	سئل الحسين بن الفضل، هل تجد في كتاب الله تعالى ما يدل على (في الحركة بركة)؟
1029	هل هناك آية قرآنية تدل على (كما تدين تدان)؟
1030	هل هناك مايدل من القرآن على (ازرع تحصد)؟
1031	هل هناك من القرآن مايدل على (لا يلدغ المؤمن من جحر مرتين)؟
1032	هل يوجد في القرآن الكريم ما معناه (من اعان ظالما سلط عليه)؟
1033	هل يوجد في القران مايدل علي (لكل ساقطة لاقطة)؟
1034	هل يوجد في القرآن: (الأطراف مدارك الأشراف)؟
1035	هل يوجد في القران الكريم ما يدل على (للحطيان آذان)؟
1036	لماذا يرزق الله الكافرين وهم كافروه به وبرسله؟
1037	هل يوجد في القران الكريم ما يدل على (من صبر على جاره أورثه الله داره)؟
1038	هل يوجد في القران الكريم ما يدل على (الحلال لا يأتيك إلا قوتا، والحرام يأتيك جزافا)؟
1039	هل يوجد في القران الكريم ما يدل على (الناس في الباطل اخوان)؟
1040	هل يوجد في القران الكريم ما يدل على (اذا حضرت الملائكة هربت الشياطين)؟
1041	هل يوجد في القران الكريم ما يدل على (الممنوع مرغوب)؟
1042	هل يوجد في القران الكريم ما يدل على (من لا يأتي بدهن اللوز يأتي بحطبه)؟
1043	هل يوجد في القران الكريم ما يدل على (كرامة عين تكرم ألف عين)؟
1044	هل يوجد في القران الكريم ما يدل على (الخبر الصالح يأتي به الرجل الصالح والخبر السيئ يأتي به الرجل السيئ)؟
1045	هل يوجد في القران الكريم ما يدل على (وعند صفو الليالي يحدث الكدر)؟
1046	هل يوجد في القران الكريم ما يدل على (الرفيق قبل الطريق)؟
1047	هل يوجد في القران الكريم ما يدل على (لا تلوم الا نفسك)؟
1048	هل يوجد في القران الكريم ما يدل على (الناس مثل ابائهم)؟
1049	هل يوجد في القران الكريم ما يدل على (مصائب قوم عن قوم فوائد)؟
1050	هل يوجد في القران الكريم ما يدل على (من حفر حفرة أو بئرا لأخيه وقع فيه)؟
1051	هل رغب الاسلام في الزواج؟
1052	ما المقاييس التى ذكرت فى القرآن الكريم ؟
1053	ما ألفاظ العمليات الحسابية التى ذكرت فى القرآن الكريم ؟
1054	ما الاتجاهات التي ذكرت في القرآن الكريم؟
1055	ما أنواع النفس التي ذكرت في القرآن؟
1056	ما الآية التي ذكر فيها مسجدين؟
1057	ما هي الآية الوحيدة في القرآن الكريم التي بدأت بحرف الظاء؟
1058	ما أول ما نزل من القرآن الكريم؟
1059	ماهي الأودية التي ذكرت في القرآن الكريم؟
1060	ماهو عدد خزنة جهنم؟
1061	ما الآية التى ذكر بها أكبر عدد من أسماء الله الحسنى ؟
1062	ما أشجار الجنة التي ذكرت في القرآن؟
1063	ماهي الآلهة المعبودة من دون الله المذكورة في القرآن؟
1064	ماهي الآية التي تدل على أن سيدنا محمد صلى الله عليه وسلم هو خاتم النبيين؟
1065	هل ذكر الخبز في القرآن الكريم؟
1066	هل الزواج سبيلا للغنى ويمد الانسان بالقوة التي تجعله قادرا على التغلب على اسباب الفقر؟
1067	هل أشار القرآن الكريم على الذرية الصالحة؟
1068	هل أشار القرآن الي قوة الارتباط بين الزوجين؟
1069	هل اشار القران الي الصفات المرغوبة في الزوجة؟
1070	هل اشار القران الي الصفات المرغوبة في الزوج؟
1071	هل حرم الله الزواج من المشرك أو المشركة؟
1072	ما الدليل من كتاب الله عز وجل على جواز نكاح زوجة الابن المتبنى اذا طلقها او فارقها؟
1073	المهر في الشريعة الاسلامية هدية وهبة وعطية، وليس له قدر محدد، لان الناس يختلفون في الغنى والفقر، ويختلفون في السعة والضيق، فتركتب الشريعة التحديد ليعطي كل واحد على قدر طاقته وحسب حالته، وقد اتفق الفقهاء علي انه لا حد لأكثر المهر، فما هي الآية التي ذكرت ذلك؟
1074	هل حث القران الكريم المرأة على التعلم والتعليم؟
1075	يقول الطبري عن المهر في تفسيره: اعطوا النساء مهورهن عطية واجبة وفريضة لازمة، فإن طابت لكم أنفسهن بشيء من المهر فكلوه هنيئا مريئا. وقد ذكر المهر في ايات كثيره فما هي؟
1076	هل حرم الله الجمع بين الأختين في الزواج؟
1077	هل فرض الله على الرجل الإنفاق على زوجته وأولاده؟
1078	من هن المحرمات من النساء بسبب المصاهرة؟
1079	للرجال درجة من القوامة على النساء بسبب ما منحهم الله من العقل والتدبير وخصهم به من الكسب والإنفاق. هل هناك ما يدل على ذلك من القرآن الكريم؟
1080	كيف أشار الله في كتابه العزيز عن متى وكيف وأين يأتي الرجل زوجته، وهو مكان الحرث والذرية، في قبلها لا في دبرها، وهي طاهرة من الحيض، كيف شاء من وجوه المأتى، فما الايات التي أشارت الي هذا الأمر؟
1081	هل خص القرآن الأمهات بالاحسان والبر أكثر من الاباء؟
1082	الانفاق حيث وقع في القران فهو الصدقة، إلا في آية واحدة فإن المراد به المهر، وهو صدقة في الأصل تصدق الله بها على النساء، فما هي الآية التي اشارت إلى ذلك؟
1083	ما كفارة الظهار من كتاب الله تعالى؟
1084	هل يجوز التلميح للمرأة بالرغبة في الزواج منها؟
1085	هل يستطيع الرجال العدل بين النساء ولو كانوا حريصين على ذلك؟
1086	هل اشار القرآن الي علاج المرأة اذا اساءت عشرة زوجها، وركبت رأسها، وطغت وبغت؟
1087	هل نهى الله عز وجل عن تأخير او الامتناع عن الزواج اذا كان الرجل قادر على الزواج؟
1088	الحجاب مفروض على جميع نساء المؤمنين وهو واجب شرعي محتم، وبنات الرسول ونساؤه هن الأسوة والقدوة لسائر النساء، والجلباب الشرعي يجب أن يكون ساتراً للزينة والثياب ولجميع البدن، والحجاب لم يفرض على المسلمة تضييقاً عليها، وإنما تشريفاً لها وتكريماً وصيانةً لها وحمايةً للمجتمع من ظهور الفساد، وانتشار الفاحشة. ما هي النصوص الواردة في الحجاب؟
1089	هل هناك من كتاب الله مايدل على أن الزواج شركة مقدسة طرفها الزوجان؟
1090	كيف يكون عدل الإسلام في حال طلق الرجل زوجته قبل الدخول بها، ولم يفرض لها صداقًا، وما الحكم الشرعي المتعلق بمتعتها في هذه الحالة؟
1091	هل يوجد عدة للمطلقة قبل الدخول بها؟
1092	ما واجب الرجل إذا ولدت مطلقته ورضيت أن ترضع ابنهما، وما الآية الكريمة التي تشير إلى ذلك؟
1093	ما الآية الكريمة التي أشارت إلى حرمة عقد النكاح على المعتدة في حالة العدة وفساد هذا العقد؟
1094	ما الآية الكريمة التي أشارت إلى أن المطلقة قبل الدخول بها لها نصف المهر إذا كان المهر مذكورًا؟
1095	ما الآية الكريمة التي أشارت إلى أن المعتدة يجب أن تقعد في منزل زوجها ولا يجوز لها أن تخرج حتى ولو أذن لها زوجها بذلك؟ وما حكم هذا الأمر في الشريعة؟
1096	ما الحكم الشرعي إذا أراد الرجل تطليق امرأته والزواج من أخرى، وهل يحق له استرجاع شيء من مهرها بعد أن وصلا إلى المباشرة والجماع؟
1097	ما عدة الزوجة الحامل اذا طلقت او توفي عنها زوجها؟
1098	ما عدة المتوفي عنها زوجها اذا لم تكن حامل؟
1099	ما عدة الزوجة غير المدخول بها وقد مات عنها زوجها؟
1100	ما عدة الزوجة اذا كانت مدخولا بها ومن ذوات الحيض؟
1101	ما عدة المطلقة غير الحائض؟
1102	ورد وصف كيد النساء في ثلاثة مواضع من القرآن الكريم، مرتين على لسان يوسف عليه السلام، ومرة على لسان العزيز. فما هي الآيات التي تشير إلى ذلك؟
1103	ما الآية الكريمة التي أشارت إلى أن المسلم لا ينبغي له أن يتبرم أو يتلقى ذرية البنات بالعبوس والانقباض؟
1104	كيف يوضح القرآن الكريم المساواة بين المرأة والرجل في الأجر والثواب عن العمل، وما الذي يشير إلى أهمية الإخلاص في العمل لله تعالى؟
1105	ما الدليل من كتاب الله عز وجل على أن الإسلام قد سوى بين الرجل والمرأة في القيمة الإنسانية، وأنهما خلقا من نفس واحدة لا فرق بينهما في الأصل والفطرة؟
1106	ما الآية الكريمة المكونة من ثلاث كلمات اشتملت على جميع ما في الرسالة؟
1107	أقسم الله تعالى في إحدى السور أحد عشر قسما متواليا ولا يوجد في القرآن بأكمله أقسام متوالية على هذا النسق البديع، فما هي الايات ؟
1108	هل يوجد في القرآن آية جمعت الخبر والطلب والاثبات والنفي والتأكيد والبشارة والنذارة والوعد والوعيد؟
1109	ما هي الآية الغنية بضروب البديع التي جمعت بين الفصاحة وخلوها من البشاعة وعقدة التركيب، وذُكر أن فيها عشرين ضَرْبًا من البديع؟
1110	ماهي الآية اللتي فيها أمران ونهيان وخبران وبشارتان؟
1111	جاء في الاتقان للسيوطي ان اعرابيا لما سمع هذه الاية وذكرها سجد وقال: سجدت لفصاحة هذا الكلام، فما هي الاية الكريمة التي هزت الاعرابي وسجد لفصاحتها؟
1112	في آيتين كريمتين من آيات القرآن الكريم تكرر حرف العطف (أو) إحدى عشرة مرة في كل من الآيتين الكريمتين، ولم تكن غرابة ولا تنافر ولا تكرار للمعاني، وهذا من إعجاز القران البياني، فما هي السورة، وما الآيتان اللتان ورد فيهما التكرار؟
1113	في إحدى سور القرآن الكريم تكررت كلمة (لولا) سبع مرات في سبع آيات، ولم تكن غرابة، ولا تنافر، ولا تكرار للمعاني، وهذا من إعجاز القرآن البياني، فما هي السورة، وما هي الآيات؟
1114	 في آية موجزة بليغة وصف الله تعالى خمر أهل الجنة وصفا جمع فيه جميع عيوب الخمر في الدنيا من الصداع وذهاب العقل ونفاد المال وأنّ أهل الجنة لا يصيبهم ذلك أبدا، فما هي هذه الآية الكريمة؟
1115	 قيل عن الآية: أمر فيها ونهى وأخبر ونادى ونعت وسمّى وأهلك وأبقى وأسعد وأشقى وقصّ من الأنباء ما لو شرح ما اندرج في هذه الجملة من بديع اللفظ والبلاغة والإيجاز والبيان لجفّت الأقلام، وقد أفردت بلاغة هذه الآية بالتأليف. وفي العجائب للكرماني: أجمع المعاندون على أن طوق البشر قاصر عن الإتيان بمثل هذه الآية بعد أن فتشوا جميع كلام العرب والعجم فلم يجدوا مثلها في فخامة ألفاظها وحسن نظمها وجودة معانيها في تصوير الحال مع الإيجاز من غير إخلال. فما هذه الآية الكريمة؟
1116	آية كريمة من آيات القرآن الكريم مكونة من أربع كلمات دلّت على جميع ما أخرجه سبحانه وتعالى من الأرض قوتا ومتاعا للأنام، من العشب، والشجر، والحب، والثمر، والعصف، والحطب، واللباس، والنار، والملح، لأن النار من العيدان، والملح من الماء، فما هي الآية؟
1117	آية كريمة من آيات القرآن الكريم دلّت على قدرة الله ولطفه ووحدانيته، لأنه لو كان ظهور الثمرة بالماء والتربة، لوجب في القياس ألا تختلف الطعوم والروائح، ولا يقع التفاضل في الجنس الواحد إذا نبت في مغرس واحد، ولكنه صنع اللطيف الخبير. فما هي هذه الآية الكريمة؟
1118	 ليس في القرآن الكريم حاء بعد حاء إلا في موضعين، فما هما؟
1119	آية كريمة من آيات القرآن الكريم جاء فيها حرف (غ) بعد (غ) بلا حاجز في موضع واحد، فما هي الآية الكريمة؟
1120	 ليس في كتاب الله تعالى كافان في كلمة واحدة لا حرف بينهما إلا في موضعين، فما هما؟
1121	آية كريمة من آيات القرآن الكريم فيها ستة عشر ميما، فما هي؟
1122	 آية كريمة من آيات القرآن الكريم فيها ثلاثة وثلاثون ميما، فما هي؟
1123	سئل الكسائي: كم آية في القرآن أولها شين؟ فأجاب: أربع آيات، فما هي؟
1124	 وسئل الكسائي: كم آية آخرها شين؟ فأجاب: اثنتان، فما هما؟
1125	سئل ابن مجاهد: كم في القرآن من قوله: (إلّا غرورا)؟ فأجاب: في أربعة مواضع، فما هي؟
1126	آية كريمة من آيات القرآن الكريم اشتملت على سبعة عشر موضعا فيها اسم الله ظاهرا في بعضها، ومستكنا في بعض، فما هي؟
1127	 سورة المائدة مدنية، إلّا آية واحدة منها فإنها نزلت بمكة يوم عرفة، من حجة الوداع يوم الجمعة، فما هي هذه الآية؟
1128	ما هي الآية الكريمة التي نزلت بعسفان؟
1129	آية كريمة من آيات القرآن الكريم، نزلت على رسول الله صلّى الله عليه وسلّم في منى في حجة الوداع، فما هي هذه الآية الكريمة؟
1130	آية كريمة من آيات القرآن الكريم نزلت مرة واحدة، شيّعها عشرون ألف ملك، فما هي هذه الآية الكريمة؟
1131	 ما هي الآية الكريمة التي نزلت على رسول الله صلّى الله عليه وسلّم بحمراء الأسد، عقب غزوة أحد؟
1132	 آية كريمة من آيات القرآن الكريم نزلت بالحديبية حين صالح النبي صلّى الله عليه وسلّم أهل مكة، فقال رسول الله صلّى الله عليه وسلّم لعلي: اكتب: (بسم الله الرحمن الرحيم)، فقال سهيل بن عمرو: ما نعرف الرحمن الرحيم؛ ولو نعلم أنك رسول الله لاتبعناك، فأنزل الله تعالى آية، فما هي؟
1133	قال الماوردي في سورة النساء: هي مدنية إلا آية واحدة نزلت في مكة في عثمان بن طلحة حين أراد النبي صلّى الله عليه وسلّم أن يأخذ منه مفاتيح الكعبة ويسلمها إلى العباس، فما هي الآية؟
1134	ماهي الشجرة الملعونة في القرآن؟
1135	هل في القرآن آية ذكر فيها مسجدين؟
1136	ماهو أضعف بيت ذكر في القرآن الكريم
1137	ما الانهار التي ذكرت في القران وليس بها ماء؟
1138	بماذا وصف الله – تعالى – اليهود فى القرآن الكريم ؟
1139	ما الآية الوحيدة فى القرآن الكريم التى بدأت بحرف الدال ؟
1140	ما الآية الوحيدة فى القرآن الكريم التى بدأت بحرف الظاء ؟
1141	ما أول أمر نزل فى القرآن الكريم ؟
1142	كم عدد الايام التي خلق الله فيها السماوات والارض؟
1143	من هو الملك الذي أمر بإلقاء النمرود في النار؟
1144	من هو الصحابي الذي لقب بالفاروق؟
1145	من أول من جمع القرآن الكريم؟
1146	كم عدد الصلوات المفروضة في اليوم؟
1147	من هو أول خليفة في الإسلام؟
